,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
12,0.995497749,0.936031528,0.1335,0.851666667,0.936031528,0.1335,0.851666667,0.936031528,0.1335,0.851666667,3.321928095,0.720746944,0.8065,0.103888889,0.1085,,0.927710278,0.1375,0.847222222,0.927710278,0.1375,0.847222222,0.927710278,0.1375,0.847222222,10,200,,1.7012863,1141.5705,,10,0.863070531,153.5115814,,-0.315188201,318.2703889,,,10,0.027560517,49.58131318,,-1.389320959,6.7675,,10,-1.073823789,1.985485035,10,200,0.9919075,0.0765,0.915,0,10,217,2000,0,0,216,1,0,0,0,99.53917051,0.460829493,,-0.697046748,14.118125,,-0.219026367,5.542689318,,-0.402691166,146.47975,,-0.014119361,30.29006568,,0.011386305,684.50275,,0.366512598,91.59687126,0.948628472,0.1575,0.825,0.948628472,0.1575,0.825,0.948628472,0.1575,0.825,0.892777778,0.193,0.785555556,0.892777778,0.193,0.785555556,0.892777778,0.193,0.785555556,0,0.975326111,0.044,0.951111111
13,0.568421053,0.620368745,0.297202797,0.255709999,0.678084178,0.272727273,0.27311828,0.630640913,0.304195804,0.15407629,0.877844695,0.620368745,0.297202797,0.255709999,0.034965035,26.01097249,0.495815042,0.297202797,0,0.495815042,0.297202797,0,0.495815042,0.297202797,0,70.27972028,201,3.024361435,,,0.077009853,11,,,1.511903353,,,0.033749015,43.79844414,4.3,,,0.767003077,,,0.002001615,2,,,29.72027972,85,0.694966345,0.276223776,0.282775697,4,2,10,286,9,9,0,10,40,3.146853147,0.314685315,0,100,0.894219956,,,0.005491985,,,1.318678117,,,0.025819024,,,2.017460691,,,0.063083107,,,0.51372549,0.328671329,-0.050730868,0.484460053,0.325174825,-0.016509975,0.484460053,0.325174825,-0.016509975,0.587415862,0.297202797,0.204879963,0.583494293,0.286713287,0.218110289,0.558530875,0.328671329,0.155918367,2.983286778,0.59332748,0.300699301,0.186263482
14,0.995497749,0.879430417,0.254,0.717777778,0.879430417,0.254,0.717777778,0.879430417,0.254,0.717777778,3.321928095,0.72435,0.8045,0.106111111,0.0385,,0.859421944,0.282,0.686666667,0.859421944,0.282,0.686666667,0.859421944,0.282,0.686666667,10,200,,1.99492262,0.377310572,,10,1.029985535,0.176230671,,0.119006281,0.132032084,,,10,0.544700684,0.067107952,,-1.12527931,0.071692026,,10,-0.12062462,0.037555499,10,200,0.9626375,0.2465,0.726111111,0,10,77,2000,0,0,76,1,0,0,0,98.7012987,1.298701299,,-0.178901488,0.086326135,,0.408990764,0.042704305,,0.063023014,0.106499876,,0.554228168,0.052759298,,0.438104024,0.155768107,,0.710784769,0.086335201,0.926123333,0.2845,0.683888889,0.926123333,0.2845,0.683888889,0.926123333,0.2845,0.683888889,0.791388889,0.3755,0.582777778,0.791388889,0.3755,0.582777778,0.791388889,0.3755,0.582777778,0,0.882509167,0.2115,0.765
15,0.631805158,0.926960083,0.055793991,0.876873812,0.926960083,0.055793991,0.876873812,0.926960083,0.055793991,0.876873812,0.929317937,0.924908043,0.08869814,0.810752745,0.014306152,,0.926960083,0.055793991,0.876873812,0.926960083,0.055793991,0.876873812,0.926960083,0.055793991,0.876873812,65.52217454,458,,12.65787807,4.417739628,,2,3.560657844,3.64385716,,1.684115096,3.1357041,,,2,1.477488667,2.751080546,,-0.798844135,1.589413448,,2,0.592858533,1.715077943,34.47782546,241,0.988307847,0.040057225,0.912544572,1,2,10,699,16,16,9,1,10,2.288984263,0.228898426,90,10,,-0.308352216,2.836909871,,1.044992368,2.326332069,,0.184621312,3.207439199,,1.233136558,2.855379239,,1.578506746,3.491212085,,1.618319946,3.052546502,0.952780445,0.055793991,0.875655113,0.952780445,0.055793991,0.875655113,0.952780445,0.055793991,0.875655113,0.951690486,0.04434907,0.90174527,0.951690486,0.04434907,0.90174527,0.951690486,0.04434907,0.90174527,0,0.975221512,0.042918455,0.904444667
16,0.995497749,0.893352917,0.2105,0.766111111,0.893352917,0.2105,0.766111111,0.893352917,0.2105,0.766111111,3.321928095,0.693666667,0.8045,0.106111111,0.0325,,0.88964875,0.21,0.766666667,0.88964875,0.21,0.766666667,0.88964875,0.21,0.766666667,10,200,,0.580942601,2.891171124,,10,0.418722048,7.691305182,,-0.045654846,0.053084739,,,10,-0.004285663,2.152662829,,-0.944709266,-1.819707274,,10,-0.339113093,0.892344114,10,200,0.995631389,0.068,0.924444444,0,10,65,2000,0,0,64,1,0,0,0,98.46153846,1.538461538,,-0.149529537,-0.298416795,,-0.10420201,1.14384828,,-0.017345886,0.004483088,,-0.020815908,1.647650507,,0.071654941,0.332461139,,0.059176536,2.66148037,0.922776528,0.2055,0.771666667,0.922776528,0.2055,0.771666667,0.922776528,0.2055,0.771666667,0.83,0.306,0.66,0.83,0.306,0.66,0.83,0.306,0.66,0,0.972274861,0.05,0.944444444
18,0.995497749,0.911420417,0.295,0.672222222,0.911420417,0.295,0.672222222,0.911420417,0.295,0.672222222,3.321928095,0.76125,0.8015,0.109444444,0.0035,,0.911420417,0.295,0.672222222,0.911420417,0.295,0.672222222,0.911420417,0.295,0.672222222,10,200,,0.07949387,6155.200435,,10,1.008483001,3757.634467,,-0.536236923,1052.699732,,,10,0.531567184,630.9070825,,-1.038355931,0.4925,,10,-0.062836663,0.291315717,10,200,0.951212778,0.2995,0.667222222,0,10,7,2000,0,0,6,1,0,0,0,85.71428571,14.28571429,,-0.869249111,0.65825,,0.214771315,0.571544999,,-0.635263531,1.686534393,,0.624533155,0.920871989,,-0.111490713,1656.114273,,0.767658113,958.166127,0.944247639,0.2935,0.673888889,0.944247639,0.2935,0.673888889,0.944247639,0.2935,0.673888889,0.8167275,0.3345,0.628333333,0.8167275,0.3345,0.628333333,0.8167275,0.3345,0.628333333,0,0.822780833,0.3295,0.633888889
20,0.995497749,0.893742222,0.2375,0.736111111,0.893742222,0.2375,0.736111111,0.893742222,0.2375,0.736111111,3.321928095,0.722093333,0.8065,0.103888889,0.1205,9.545033529,0.890382639,0.247,0.725555556,0.890382639,0.247,0.725555556,0.890382639,0.247,0.725555556,10,200,2.485861366,,,0.69725436,10,,,1.783969684,,,0.348026865,4.125953952,6.87966805,,,0.53446049,,,0.040489542,5,,,10,200,0.994810278,0.07,0.922222222,0,10,241,2000,0,0,0,241,0,0,0,0,100,1.627975174,,,0.266663424,,,1.788577268,,,0.352200184,,,1.961441413,,,0.41642533,,,0.886532222,0.293,0.674444444,0.886532222,0.293,0.674444444,0.886532222,0.293,0.674444444,0.799560694,0.409,0.545555556,0.799560694,0.409,0.545555556,0.799560694,0.409,0.545555556,0.530370835,0.97652625,0.0475,0.947222222
22,0.995497749,0.861404028,0.314,0.651111111,0.861404028,0.314,0.651111111,0.861404028,0.314,0.651111111,3.321928095,0.680619722,0.806,0.104444444,0.024,,0.860923194,0.3195,0.645,0.860923194,0.3195,0.645,0.860923194,0.3195,0.645,10,200,,4.370101299,508.9025716,,10,1.794599515,124.1924936,,0.735395681,88.63642941,,,10,0.790830076,40.12545292,,-0.991411721,0.078554261,,10,0.005491522,0.066552003,10,200,0.959026944,0.2705,0.699444444,0,10,48,2000,0,0,47,1,0,0,0,97.91666667,2.083333333,,-0.461242805,7.537383493,,0.379048878,3.757990088,,0.444046398,69.88189674,,0.741592891,37.87837791,,1.869983584,126.8326567,,1.254833473,65.21134487,0.895876528,0.3295,0.633888889,0.895876528,0.3295,0.633888889,0.895876528,0.3295,0.633888889,0.779722222,0.3965,0.559444444,0.779722222,0.3965,0.559444444,0.779722222,0.3965,0.559444444,0,0.8854525,0.2065,0.770555556
23,0.996603261,0.659998601,0.489477257,0.230275889,0.659998601,0.489477257,0.230275889,0.659998601,0.489477257,0.230275889,1.539034583,0.555295049,0.572980312,0,0.006788866,53.27488524,0.652016408,0.504412763,0.218164037,0.652016408,0.504412763,0.218164037,0.652016408,0.504412763,0.218164037,42.70196877,629,1.866755069,1.529606551,32.53835709,0.070906339,4,1.099013946,8.227244755,1.220812297,0.29285603,17.89986422,0.028888557,41.25937203,3.125,0.677731576,5.292896809,0.380671663,-0.943894491,3.261371351,0.002582332,2,0.256449205,2.358548863,22.60692464,333,0.679800652,0.506449423,0.233605477,3,3,10,1473,0,0,2,8,30,0,0,20,80,0.60822398,-0.943894491,3.261371351,0.009820501,0.256449205,2.358548863,1.447988511,0.29285603,17.89986422,0.030474215,0.677731576,5.292896809,1.757839344,1.529606551,32.53835709,0.040138599,1.099013946,8.227244755,0.671987617,0.488119484,0.245007407,0.671987617,0.488119484,0.245007407,0.671987617,0.488119484,0.245007407,0.601288678,0.520706042,0.193423544,0.601288678,0.520706042,0.193423544,0.601288678,0.520706042,0.193423544,0.991031209,0.58106475,0.55125594,0.148908737
24,0.726332636,0.991051962,0.01304776,0.973846162,0.991051962,0.01304776,0.973846162,0.991051962,0.01304776,0.973846162,0.999067897,0.889493528,0.113244707,0.774575746,0.002831118,5.03931358,1,0,1,1,0,1,1,0,1,51.79714426,4208,3.030432884,,,0.906074977,12,,,1.409255474,,,0.198254759,6.108305922,5.130434783,,,0,,,0,1,,,48.20285574,3916,0.997622967,0.048990645,0.90159728,5,2,23,8124,2480,2480,0,23,21.73913043,30.52683407,1.327253655,0,100,0.82866181,,,0.03418452,,,1.467128012,,,0.174606545,,,2.053355435,,,0.275102255,,,0.999998726,0.000369276,0.999260512,0.999998726,0.000369276,0.999260512,0.999998726,0.000369276,0.999260512,0.999524715,0.000492368,0.999014025,0.999524715,0.000492368,0.999014025,0.999524715,0.000492368,0.999014025,3.18097109,1,0,1
25,0.544959128,0.801787525,0.184782609,0.612871287,0.801787525,0.184782609,0.612871287,0.801787525,0.184782609,0.612871287,0.95033767,0.803435598,0.184782609,0.612871287,0.073369565,11.12510667,0.837379564,0.160326087,0.652229626,0.837379564,0.160326087,0.652229626,0.837379564,0.160326087,0.652229626,63.04347826,232,4.75259656,2.649195263,70.75730994,0.559336259,63,1.580530045,28.08986713,1.470338331,0.894770915,31.10742247,0.085422792,16.21248278,6.6,0.705458927,12.71038729,0.027076889,-0.931788249,2.948120301,0.001811774,2,-0.462968507,0.711683852,36.95652174,136,0.867203347,0.195652174,0.585170341,5,2,27,368,361,1927,7,20,18.51851852,98.09782609,19.39412238,25.92592593,74.07407407,0.980738417,-0.929145589,4.962318841,0.015911839,0.018636045,1.927064084,1.331352865,0.84419738,30.52188552,0.049647037,0.96451507,10.86566349,1.686129873,2.027071486,45.65679758,0.088968995,1.394290314,27.70488035,0.87111752,0.176630435,0.598334229,0.87111752,0.176630435,0.598334229,0.87111752,0.176630435,0.598334229,0.801047546,0.258152174,0.456737941,0.801047546,0.258152174,0.456737941,0.801047546,0.258152174,0.456737941,13.36294956,0.793040061,0.198369565,0.574936709
26,0.239370322,0.990497929,0.044290123,0.934979363,0.990497929,0.044290123,0.934979363,0.990497929,0.044290123,0.934979363,1.7164959,0.828395,0.3375,0.495850622,0.000694444,10.63022128,0.990497929,0.044290123,0.934979363,0.990497929,0.044290123,0.934979363,0.990497929,0.044290123,0.934979363,33.33333333,4320,2.321928095,,,0.95877496,5,,,1.707722262,,,0.161473205,9.57588633,3.555555556,,,1,,,0.004333127,2,,,0.015432099,2,0.981500688,0.097530864,0.855537137,1,5,9,12960,0,0,0,9,11.11111111,0,0,0,100,1.584962501,,,0.007151052,,,1.584962501,,,0.020917321,,,2,,,0.165570612,,,0.988864201,0.057253086,0.916067329,0.988864201,0.057253086,0.916067329,0.988864201,0.057253086,0.916067329,0.959531036,0.074614198,0.890843089,0.959531036,0.074614198,0.890843089,0.959531036,0.074614198,0.890843089,1.013793755,0.996243577,0.037268519,0.945144293
